Dog Name,Sex,PLC,BOX,WGT,DIST,DATE,TRACK,G,TIME,WIN,BON,1 SEC,MGN,W/2G,PIR,SP
1. Get Noticed,D,4,4,34.9,278,2025-07-28,LCTN,5,16.43,16.13,16.0,5.2,4.25,Timeless Miss,4,5.5
"",D,3,7,34.3,278,2025-07-21,LCTN,5,16.48,16.33,16.19,5.14,2.0,Kisses For Ruby,3,6.5
"",D,1,1,34.7,278,2025-07-15,LCTN,5,16.29,16.29,16.07,5.11,0.25,How We Go,1,2.6
"",D,2,7,34.1,278,2025-07-07,LCTN,5,16.31,16.2,16.14,5.06,1.5,Aussie Pablo,2,11.0
"",D,3,3,34.3,278,2025-07-01,LCTN,5,16.4,16.12,15.91,5.23,4.0,STIPULATED,43,3.1
2. Fossil Bluff,D,6,7,31.9,340,2025-07-24,HOBT,FFA,20.2,19.8,19.47,5.37,5.75,Love Is Gone,6,21.0
"",D,4,7,32.3,278,2025-07-21,LCTN,INV,16.87,16.35,16.19,5.08,7.5,Darryl's Choice,54,21.0
"",D,7,8,32.4,278,2025-07-14,LCTN,FTAMA,16.6,16.07,16.07,5.18,7.5,April Cruiser,7,7.0
"",D,1,5,32.2,340,2025-07-10,HOBT,INV,19.36,19.36,19.3,,0.75,Hyper Force,1,21.0
"",D,2,7,32.4,278,2025-07-07,LCTN,INV,16.22,16.14,16.14,5.14,1.0,Darryl's Choice,2,19.0
3. Black Panama,B,6,2,28.5,340,2025-07-17,HOBT,5,20.05,19.23,19.23,5.32,11.75,APPENZELL,6,81.0
"",B,2,1,28.9,340,2025-07-08,HOBT,MI4/5MA,19.92,19.39,19.39,5.28,7.5,Cadia Gold,2,51.0
"",B,7,3,29.0,340,2025-06-24,HOBT,R/W,20.25,19.58,19.3,5.35,9.5,Cruiser Danger,7,18.0
"",B,7,5,28.5,461,2025-06-12,HOBT,MI4/5MA,27.16,26.46,25.62,5.27,10.0,Lizzy Milici,27,19.0
"",B,4,3,28.7,340,2025-06-05,HOBT,MI4/5MA,20.07,19.74,19.51,5.27,4.75,Be The Best,4,31.0
4. Gas Lock,D,4,2,33.0,461,2025-07-24,HOBT,3/4/5,26.37,26.2,25.93,5.15,2.25,Inspector Frank,4,15.0
"",D,2,8,33.4,340,2025-07-08,HOBT,MI4/5MA,19.69,19.65,19.39,5.28,0.75,Roxy Rocker,2,2.35
"",D,1,7,33.2,340,2025-06-19,HOBT,MI4/5MA,19.68,19.68,19.4,5.24,0.5,Fine Aussie,1,1.18
"",D,1,8,33.2,340,2025-06-05,HOBT,MI4/5MA,19.51,19.51,19.51,5.27,8.0,Staunch,1,1.28
"",D,6,4,33.2,461,2025-05-22,HOBT,R/W,26.79,26.02,25.93,5.38,11.0,Stella Shadows,426,2.7
6. Lizzy Milici,B,1,3,27.2,515,2025-07-29,LCTN,5,29.76,29.76,29.5,,1.75,ASTON TERESA,1,18.0
"",B,5,1,27.1,461,2025-07-22,HOBT,5,26.65,26.01,25.61,5.1,9.25,Sherwood Boys,5,4.8
"",B,1,4,27.0,340,2025-07-17,HOBT,MI4/5MA,19.51,19.51,19.23,5.2,3.75,Blackpool Aries,1,2.3
"",B,2,8,27.3,461,2025-07-08,HOBT,5,26.45,26.39,26.03,5.22,0.75,Slick Steel,2,7.0
"",B,2,2,27.2,461,2025-06-24,HOBT,5,26.16,26.12,25.86,5.11,0.75,Don't Tell Shilo,2,7.0
7. Roxy Rocker,B,2,2,31.0,278,2025-07-21,LCTN,INV,16.45,16.35,16.19,5.21,1.5,Darryl's Choice,2,6.0
"",B,8,5,31.1,278,2025-07-14,LCTN,FTAMA,16.61,16.07,16.07,5.15,7.75,April Cruiser,28,4.0
"",B,1,4,31.6,340,2025-07-08,HOBT,MI4/5MA,19.65,19.65,19.39,5.18,0.75,Gas Lock,1,2.15
"",B,5,7,31.1,340,2025-07-03,HOBT,FTAMA,19.87,19.53,19.52,5.24,4.75,Darryl's Choice,5,6.0
"",B,1,5,30.8,278,2025-06-23,LCTN,4,16.23,16.23,16.23,5.2,1.5,Wynburn Sweetie,1,5.5
8. Peterina,B,7,6,29.1,340,2025-07-24,HOBT,FFA,20.21,19.8,19.47,5.35,5.75,Love Is Gone,7,26.0
"",B,7,3,29.0,278,2025-07-21,LCTN,INV,17.13,16.35,16.19,5.29,11.0,Darryl's Choice,7,16.0
"",B,3,6,29.2,278,2025-07-14,LCTN,FTAMA,16.48,16.07,16.07,5.2,5.75,April Cruiser,3,11.0
"",B,7,3,29.3,278,2025-07-07,LCTN,INV,16.81,16.14,16.14,5.19,9.5,Darryl's Choice,27,9.0
"",B,5,6,29.5,278,2025-07-01,LCTN,FFA,16.36,15.96,15.91,5.04,5.75,Willow Can,35,11.0
